Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDZ47,OUT010,236.14477402888315
FDP48,OUT019,471.8322107981541
FDK24,OUT049,744.0515805855156
FDX24,OUT017,1528.9739893854598
FDJ60,OUT018,2565.4972789767476
FDL12,OUT018,991.7916028306873
FDW36,OUT013,1564.672367301141
FDC48,OUT018,1331.9998214269785
FDM12,OUT046,3062.7654130562687
FDV36,OUT046,2025.8616290201526
FDJ12,OUT010,567.5516468771468
FDV24,OUT027,4029.303036916658
FDV48,OUT045,1298.2801856462274
FDB12,OUT017,1559.7277359174946
FDZ59,OUT045,2647.0902598619223
FDY24,OUT046,891.2277141498217
FDA48,OUT013,3746.35118554481
FDP36,OUT027,1055.732261635865
FDS60,OUT010,429.54302936292123
FDZ60,OUT045,1564.672367301141
FDZ48,OUT027,2927.603531091697
FDQ60,OUT013,2020.177210830621
FDA35,OUT045,2017.085018333242
FDP24,OUT035,2017.085018333242
FDG12,OUT013,1982.079959339957
FDT60,OUT049,2025.8616290201526
FDW48,OUT046,1308.9561506693021
FDB49,OUT013,1547.2002468348853
FDS12,OUT045,2025.8616290201526
FDC60,OUT013,1539.6610613188918
FDD48,OUT049,1936.7491419720359
FDD48,OUT017,1931.6074187188324
FDX60,OUT035,1285.9496799552965
FDW36,OUT045,1564.672367301141
FDV24,OUT035,2470.5642805674024
FDL36,OUT035,1490.3004403452217
FDB37,OUT017,3917.58529024602
FDI36,OUT027,5777.61585729798
FDB60,OUT027,5721.759965153691
FDI48,OUT027,1117.903090396572
FDU48,OUT019,287.98169990922185
FDH48,OUT035,1451.4081342666605
FDM12,OUT027,5246.300831794077
FDE36,OUT013,2565.4972789767476
FDN48,OUT049,1500.9300584810367
FDA48,OUT017,3747.2141582496974
FDQ60,OUT049,2017.085018333242
FDK48,OUT035,1108.097730029831
FDH24,OUT045,2506.4815397342118
FDG60,OUT017,3851.1098083665547
FDM36,OUT045,2859.807756781425
FDO12,OUT045,3062.7654130562687
FDK36,OUT018,728.3926039345305
FDB49,OUT027,2849.727483866755
FDQ12,OUT049,3825.962505124805
FDI24,OUT018,2891.522725238474
FDK60,OUT045,1539.9118389937496
FDY36,OUT013,1235.2492688656246
FDM24,OUT013,2484.411134204694
FDK36,OUT010,129.71830576993682
FDR36,OUT018,659.6592568761655
FDV36,OUT018,2025.8616290201526
FDJ12,OUT046,3419.7435657588394
FDO36,OUT010,446.18973032965687
FDS48,OUT049,2470.5642805674024
FDV12,OUT019,231.79658489431952
FDH60,OUT035,3062.7654130562687
FDN24,OUT018,919.2383933716633
FDV48,OUT046,1333.5994963377414
FDN60,OUT013,2557.9392779318027
FDA35,OUT013,2020.177210830621
FDH12,OUT046,1564.672367301141
FDY11,OUT027,1401.5659798546374
FDY12,OUT027,1026.6973505904289
FDS36,OUT018,1675.996428246744
FDX48,OUT035,2484.411134204694
FDH12,OUT010,238.71724834549653
FDL12,OUT049,1027.2662457244112
FDC60,OUT035,1492.0753611163373
FDN24,OUT013,914.9581885293926
FDW60,OUT017,2859.807756781425
FDX24,OUT010,220.66518995857902
FDM60,OUT027,964.3242318254155
FDT12,OUT049,3753.652988846395
FDI60,OUT017,1062.6868245991886
FDJ36,OUT046,1559.7277359174946
FDP48,OUT035,3058.892538835214
FDY48,OUT027,2856.86200879705
FDO24,OUT018,2557.9392779318027
FDN48,OUT013,1537.8861405477767
FDE24,OUT046,2061.196636196505
FDQ24,OUT035,4033.250325765217
FDC48,OUT045,1329.1203136311667
FDA47,OUT019,384.1556590029592
FDM60,OUT045,679.3439815830857
FDQ36,OUT027,963.403972408093
FDL48,OUT045,750.6322671172883
FDI36,OUT035,3062.7654130562687
FDZ36,OUT010,492.2458954566116
FDH60,OUT013,3069.290392914398
FDI60,OUT035,1087.4903396438017
FDK36,OUT049,750.6322671172883
FDU12,OUT017,4064.7950923060944
FDK24,OUT017,723.111519183513
FDI24,OUT046,2859.807756781425
FDY48,OUT049,1559.7277359174946
FDX12,OUT027,5839.015611663023
FDI48,OUT046,751.3186616788079
FDX11,OUT017,3062.7654130562687
FDA36,OUT035,3062.7654130562687
FDI36,OUT010,510.5364230826105
FDH48,OUT046,1463.2374146232783
FDV12,OUT046,1545.028497564126
FDO36,OUT045,2985.450411508949
FDC37,OUT045,1564.672367301141
FDH24,OUT019,383.14520077729713
FDX23,OUT045,1528.9739893854598
FDD48,OUT046,1927.0843890952988
FDU48,OUT049,2033.0655440431676
FDC60,OUT018,1483.3450411983024
FDX24,OUT018,1528.9739893854598
FDT36,OUT019,129.71830576993682
FDZ59,OUT017,2682.128795067774
FDO48,OUT017,3764.1117177296233
FDA35,OUT035,2025.8616290201526
FDT60,OUT035,2025.8616290201526
FDH12,OUT018,1559.7277359174946
FDY60,OUT035,2061.196636196505
FDQ60,OUT018,2017.085018333242
FDT60,OUT010,275.54492559807244
FDY60,OUT013,2464.985930274657
FDA23,OUT010,237.26820059929494
FDU24,OUT018,1537.3409305661737
FDM12,OUT013,3062.7654130562687
FDI60,OUT027,1388.5497292509835
FDR36,OUT049,680.3342704030475
FDU11,OUT049,2020.177210830621
FDU59,OUT017,2565.4972789767476
FDP23,OUT010,573.5849077966637
FDT59,OUT046,3828.2193648340017
FDU35,OUT018,1545.028497564126
FDQ47,OUT046,676.5376782091224
FDS23,OUT013,2033.0655440431676
FDS35,OUT049,1087.510472367013
FDX35,OUT018,3571.20791826029
FDS59,OUT049,1567.1500483503823
FDY35,OUT013,699.7966890879609
FDY47,OUT019,287.98169990922185
FDN23,OUT018,2464.985930274657
FDV23,OUT017,2025.8616290201526
FDP59,OUT017,1559.7277359174946
FDQ11,OUT010,573.5849077966637
FDX47,OUT045,2530.909089453414
FDT11,OUT019,488.8877812475917
FDT59,OUT019,572.3122091336904
FDV47,OUT045,1453.9533548104287
FDW35,OUT013,698.7361566944259
FDQ23,OUT046,1559.7277359174946
FDU23,OUT017,2648.964198854538
FDV11,OUT017,2885.840481207936
FDO23,OUT046,1528.9739893854598
FDU59,OUT035,2557.9392779318027
FDP59,OUT035,1559.7277359174946
FDO11,OUT013,4029.8454608770576
FDV35,OUT019,367.80802242021474
FDW59,OUT049,1400.3935219545983
FDQ59,OUT017,1402.7124214445416
FDV23,OUT049,2025.8616290201526
FDW35,OUT027,966.2361531109466
FDP59,OUT013,1559.7277359174946
FDX35,OUT027,5839.015611663023
FDO11,OUT019,572.3122091336904
FDS47,OUT018,1495.0064971412244
FDT23,OUT027,1966.4984888485421
FDT47,OUT013,1547.5663657105626
FDR59,OUT018,3833.856708040035
FDS59,OUT017,1668.5752345494664
FDR35,OUT017,3077.058782160813
FDT11,OUT013,3062.7654130562687
FDV35,OUT017,2486.870012118041
FDW47,OUT035,2017.085018333242
FDV23,OUT013,2020.177210830621
FDW11,OUT045,1091.8524093531494
FDU47,OUT027,3030.413899638289
FDW59,OUT027,2533.200488221861
FDX59,OUT017,654.1157377271858
FDR47,OUT013,3062.7654130562687
FDQ59,OUT049,1460.5561134384513
FDT59,OUT013,3835.971570665564
FDX59,OUT049,675.8512836476028
FDS11,OUT045,3758.686573277051
FDW11,OUT010,132.1104569847453
FDV59,OUT049,3654.3685776733428
FDT47,OUT046,1537.3409305661737
FDP23,OUT019,572.3122091336904
FDW11,OUT046,1064.3734697667546
FDS35,OUT035,1087.4903396438017
FDP11,OUT018,3496.9013060492375
FDP11,OUT049,3711.270931325478
FDV59,OUT027,5839.015611663023
FDR23,OUT046,2859.807756781425
FDS23,OUT018,2033.0655440431676
FDV11,OUT018,2859.807756781425
FDP23,OUT017,3702.7031184943107
FDW11,OUT035,1041.2141746058976
FDQ47,OUT019,129.71830576993682
FDQ23,OUT045,1559.7277359174946
FDW59,OUT018,1451.3347507477667
FDS47,OUT019,206.31574180889115
FDU11,OUT010,274.1617925174361
FDR47,OUT045,3062.7654130562687
FDX47,OUT010,369.97351096299195
FDO11,OUT045,4033.862514905873
FDQ23,OUT049,1559.7277359174946
FDV35,OUT027,4081.3645605569354
FDR11,OUT046,2565.4972789767476
FDU35,OUT049,1545.028497564126
FDT35,OUT035,2737.9257230126714
FDW47,OUT017,2020.177210830621
FDX59,OUT010,129.71830576993682
FDT35,OUT013,2606.725509022808
FDP59,OUT049,1559.7277359174946
FDX47,OUT035,2486.870012118041
FDS47,OUT010,200.82025654325878
FDV35,OUT045,2486.870012118041
FDR11,OUT010,382.5846340928549
FDT35,OUT027,4269.33593290234
FDZ35,OUT013,1559.7277359174946
FDU47,OUT035,2035.998074340309
FDT59,OUT010,573.5849077966637
FDQ47,OUT049,675.8512836476028
FDV11,OUT013,2882.96722908179
FDQ11,OUT013,4047.6952644526987
FDP23,OUT049,3693.222805031212
FDT35,OUT045,2757.5420243243448
FDU59,OUT045,2565.4972789767476
FDO11,OUT035,4033.862514905873
FDX35,OUT035,3816.905409933879
FDU35,OUT035,1555.145641590554
FDO11,OUT017,4036.382346650367
FDX59,OUT035,674.2572537900755
FDR11,OUT027,4237.520955555623
FDV59,OUT013,3698.5718830395194
FDQ11,OUT049,4022.8899508869135
FDQ11,OUT045,4051.712318481514
FDZ35,OUT019,244.21273361112887
FDR47,OUT046,3062.7654130562687
FDV59,OUT017,3699.818837469867
FDR23,OUT035,2859.807756781425
FDT11,OUT045,3062.7654130562687
FDQ47,OUT013,694.2531699389812
FDX35,OUT010,575.2896407035054
FDT35,OUT046,2745.2830993307302
FDT47,OUT035,1537.3409305661737
FDU59,OUT018,2565.4972789767476
FDU47,OUT046,2061.196636196505
FDV23,OUT046,2025.8616290201526
FDU47,OUT049,2035.998074340309
FDU11,OUT046,2000.361948267433
FDS59,OUT046,1564.672367301141
FDV23,OUT010,276.9790297036964
FDQ11,OUT017,4066.6269972775167
FDV47,OUT027,2347.275359387045
FDS23,OUT027,3018.6860429113476
FDO23,OUT049,1537.3409305661737
FDT23,OUT017,1287.0890477203131
FDY47,OUT017,2025.8616290201526
FDS11,OUT018,3554.4128709973725
FDT47,OUT010,226.30109962868715
FDT11,OUT049,3065.3476539859303
FDT23,OUT035,1317.0720712672671
FDW35,OUT046,681.0206649645671
FDN23,OUT017,2464.985930274657
FDQ59,OUT018,1456.0828034506194
FDS11,OUT013,3788.9001204012047
FDW47,OUT018,2020.177210830621
FDU11,OUT019,279.6572777830685
FDT47,OUT017,1537.3409305661737
FDT47,OUT018,1545.028497564126
FDO11,OUT018,3702.4551833201963
FDY35,OUT017,719.6398640727007
FDR11,OUT018,2557.9392779318027
FDX35,OUT049,3800.5634249120594
FDQ23,OUT018,1559.7277359174946
FDP59,OUT019,244.21273361112887
FDR11,OUT017,2556.103206673925
FDQ47,OUT027,961.7531663555019
FDU35,OUT017,1539.9118389937496
FDU35,OUT013,1547.6563839798464
FDV47,OUT046,1410.6278237583351
FDR47,OUT035,3062.7654130562687
FDR47,OUT019,508.8551634015576
FDT35,OUT049,2677.192861089692
FDT35,OUT018,2745.2830993307302
FDV35,OUT013,2484.411134204694
FDU47,OUT013,2061.196636196505
FDT23,OUT010,156.46398405705852
FDV11,OUT027,4456.686198890788
FDW47,OUT027,3018.6860429113476
FDY35,OUT046,744.7379751470352
FDP23,OUT046,3711.883120466134
FDO49,OUT018,728.3926039345305
FDO49,OUT013,771.3963199855986
FDM25,OUT046,2859.807756781425
FDN13,OUT035,1545.028497564126
FDQ49,OUT018,2495.4652164806107
FDQ49,OUT010,382.93871764987466
FDN49,OUT017,655.0358947550772
FDP37,OUT035,2025.8616290201526
FDK25,OUT018,2737.9257230126714
FDP01,OUT046,2484.411134204694
FDM25,OUT045,2859.807756781425
FDQ49,OUT049,2491.331616082802
FDL25,OUT013,1548.7817998818562
FDK25,OUT046,2642.540485927211
FDQ49,OUT035,2484.411134204694
FDM01,OUT045,1559.7277359174946
FDO01,OUT019,287.100607461739
FDR37,OUT019,456.8520801263514
FDM13,OUT027,3030.413899638289
FDQ37,OUT017,3062.7654130562687
FDO13,OUT027,4256.6950305926175
FDO13,OUT018,2565.4972789767476
FDQ49,OUT045,2530.909089453414
FDM13,OUT046,2033.0655440431676
FDP01,OUT013,2484.411134204694
FDM13,OUT045,2035.998074340309
FDL13,OUT027,5839.015611663023
FDO49,OUT035,835.3122151299536
FDQ37,OUT019,508.8551634015576
FDN01,OUT017,2859.807756781425
FDP49,OUT017,915.4205373008008
FDL25,OUT027,2802.436356323958
FDL25,OUT045,1528.9739893854598
FDP37,OUT049,2033.0655440431676
FDL25,OUT046,1502.7209926959688
FDN49,OUT027,964.3242318254155
FDM25,OUT019,426.3371840311591
FDN13,OUT027,2856.86200879705
FDK25,OUT013,2737.9257230126714
FDP01,OUT027,4050.301531303258
FDN25,OUT045,938.7496359441384
FDR37,OUT018,3062.7654130562687
FDO01,OUT017,2033.0655440431676
FDO01,OUT035,2025.8616290201526
FDN25,OUT046,967.482940170496
FDN49,OUT045,678.4223491175164
FDN13,OUT018,1545.028497564126
FDN25,OUT017,915.4205373008008
FDP37,OUT027,3018.6860429113476
FDM01,OUT049,1559.7277359174946
FDM13,OUT049,2035.998074340309
FDO49,OUT017,774.3320866246936
FDN01,OUT013,2859.807756781425
FDN49,OUT013,698.7361566944259
FDP37,OUT010,280.2289769204217
FDL13,OUT035,3839.361203379131
FDO37,OUT046,3825.962505124805
FDM25,OUT049,2862.3899977110855
FDP37,OUT046,2025.8616290201526
FDP49,OUT035,941.7680847997259
FDP01,OUT049,2484.411134204694
FDP01,OUT045,2484.411134204694
FDQ37,OUT049,3065.3476539859303
FDO13,OUT046,2565.4972789767476
FDQ37,OUT045,3062.7654130562687
FDN01,OUT035,2880.235751766647
FDL13,OUT046,3829.820419366896
FDQ37,OUT018,3062.7654130562687
FDR37,OUT017,3029.0610183497643
FDL25,OUT035,1514.4361056039177
FDP01,OUT018,2484.411134204694
FDN25,OUT027,1237.6127955401375
FDO01,OUT010,280.94794572270234
FDO13,OUT035,2594.648981223457
FDO01,OUT013,2033.0655440431676
FDO49,OUT045,750.6322671172883
FDS49,OUT027,2039.4694334663232
FDC26,OUT013,1698.065630594466
FDG02,OUT049,3065.3476539859303
FDR49,OUT045,744.0515805855156
FDZ25,OUT017,2737.9257230126714
FDX13,OUT019,572.6214172761406
FDO38,OUT010,159.25388710858192
FDM14,OUT018,1658.999449382421
FDM14,OUT013,1564.672367301141
FDC50,OUT019,231.09735646634098
FDK26,OUT010,490.5806037294785
FDF50,OUT018,3073.246214069299
FDI50,OUT019,572.3122091336904
FDL26,OUT045,2486.870012118041
FDI02,OUT027,2932.98487284958
FDB14,OUT017,1527.186381817674
FDL26,OUT046,2484.411134204694
FDS01,OUT035,2906.3354472959136
FDE02,OUT035,1537.3409305661737
FDY13,OUT046,1159.4611287920866
FDU01,OUT049,3065.3476539859303
FDY01,OUT046,1936.7491419720359
FDG14,OUT049,2481.6490208887253
FDV49,OUT017,4071.9983152299683
FDR13,OUT017,1947.0272121527992
FDZ37,OUT035,1463.1661003734202
FDY25,OUT035,3031.776890957503
FDT13,OUT045,3062.7654130562687
FDO50,OUT045,1494.412831002065
FDT13,OUT018,3062.7654130562687
FDD14,OUT027,5201.297316159447
FDY49,OUT018,2642.540485927211
FDD14,OUT046,3062.7654130562687
FDU37,OUT019,171.41869245003497
FDL14,OUT045,2486.870012118041
FDE38,OUT035,2674.6106201600305
FDR13,OUT045,1936.7491419720359
FDB50,OUT019,171.41869245003497
FDK50,OUT019,384.509742559979
FDE38,OUT049,2675.0425057343555
FDS37,OUT046,1941.3472459564314
FDB14,OUT049,1528.9739893854598
FDW25,OUT018,1416.8255803168424
FDC14,OUT045,678.4223491175164
FDV25,OUT046,3745.0655437575
FDV25,OUT017,3758.955344821389
FDB02,OUT017,2880.235751766647
FDZ01,OUT019,244.21273361112887
FDH50,OUT049,3065.3476539859303
FDN02,OUT018,3279.853982798579
FDY25,OUT045,3062.7654130562687
FDJ50,OUT027,1057.1209753564458
FDY01,OUT045,1936.7491419720359
FDE02,OUT018,1527.186381817674
FDK38,OUT046,2468.018285425041
FDI50,OUT017,3847.236661949871
FDX13,OUT035,4030.978233881428
FDU01,OUT018,3062.7654130562687
FDK50,OUT049,2568.0795199064087
FDA25,OUT027,2860.9421264278335
FDI02,OUT049,1698.065630594466
FDF14,OUT013,2481.6490208887253
FDJ50,OUT046,953.9871310472461
FDS01,OUT013,2985.450411508949
FDL38,OUT017,1458.864211839004
FDG02,OUT045,3062.7654130562687
FDJ38,OUT045,3062.7654130562687
FDK38,OUT019,365.59683993307516
FDB50,OUT035,1296.2466781125934
FDB38,OUT010,384.9298663788925
FDC26,OUT027,2913.8446961088234
